memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
128,warm,False,364820,0.145475,2440489,1820441,
128,warm,False,400809,0.123272,3374750,2500903,
128,warm,False,438854,0.129032,3364473,991574,
128,warm,False,761773,0.151496,6669114,6082833,
128,warm,False,400219,0.131653,1585622,993417,
128,warm,False,396288,0.137822,1265199,548587,
128,warm,False,394202,0.119876,5062960,4512691,
128,warm,False,388147,0.118128,3210381,2670895,
128,warm,False,426476,0.116524,1645195,1023889,
128,warm,False,377696,0.146196,4668791,3928236,
128,warm,False,398451,0.118007,3935349,3217070,
128,warm,False,368720,0.122844,2380293,1832338,
128,warm,False,437567,0.12519,4084509,2128180,
128,warm,False,431151,0.110326,1117095,583820,
128,warm,False,417491,0.120533,3973962,1407062,
128,warm,False,414953,0.138858,4403708,2101166,
128,warm,False,369338,0.139857,4669531,889345,
128,warm,False,586097,0.129459,3480331,2902224,
128,warm,False,396888,0.13312,1525732,524367,
128,warm,False,365591,0.13997,2978112,2293866,
128,warm,False,399426,0.123302,5994710,3683029,
128,warm,False,528143,0.137069,1268242,696374,
128,warm,False,397123,0.145003,4315074,3507363,
128,warm,False,420117,0.115084,3479956,2829060,
128,warm,False,357828,0.104562,1225258,516413,
128,warm,False,386672,0.125297,2194233,1278870,
128,warm,False,414936,0.108527,5325228,1791339,
128,warm,False,333659,0.136346,1086186,565161,
128,warm,False,397007,0.144297,1977268,1411282,
128,warm,False,377581,0.160514,5003255,4150605,
128,warm,False,828376,0.143189,2717205,2123196,
128,warm,False,409065,0.150912,3474783,2635015,
128,warm,False,361940,0.111479,1041759,495900,
128,warm,False,384897,0.147778,3644588,2975067,
128,warm,False,365117,0.146584,2828071,2178792,
128,warm,False,456752,0.148271,4746796,3960849,
128,warm,False,488905,0.121928,2148428,1549485,
128,warm,False,339366,0.144928,1055003,485153,
128,warm,False,366269,0.14929,2912503,2232501,
128,warm,False,360333,0.129081,4024217,2838466,
128,warm,False,464287,0.154623,5208308,4624999,
128,warm,False,418223,0.116763,2807445,2258069,
128,warm,False,351682,0.144517,3247611,2592717,
128,warm,False,357872,0.119198,4348733,3638896,
128,warm,False,384117,0.13372,4418277,3813691,
128,warm,False,416473,0.123564,2628872,2012510,
128,warm,False,359744,0.110551,1585572,973554,
128,warm,False,414110,0.136655,1976599,1385497,
128,warm,False,449784,0.146903,7212226,6630675,
128,warm,False,412902,0.113052,4368878,1643380,
128,warm,False,575234,0.131111,3223893,2612657,
128,warm,False,772430,0.157107,6028495,4046887,
128,warm,False,410035,0.156382,2542361,1898648,
128,warm,False,349610,0.143212,3424579,1508027,
128,warm,False,384119,0.125524,4727873,1215788,
128,warm,False,403822,0.133843,3925569,3324906,
128,warm,False,344531,0.134067,5840326,4359329,
128,warm,False,388108,0.143949,3763721,2721639,
128,warm,False,401390,0.136674,4067354,1310823,
128,warm,False,405627,0.129225,4945616,2526810,
128,warm,False,375556,0.121382,3677760,3120548,
128,warm,False,368063,0.14075,5472695,3071071,
128,warm,False,361947,0.169183,5504371,4948573,
128,warm,False,506178,0.142543,5920467,5327698,
128,warm,False,387617,0.138067,2509034,1374096,
128,warm,False,385372,0.122599,2788767,909479,
128,warm,False,449617,0.120942,4818967,4219982,
128,warm,False,415723,0.135748,4899889,1359164,
128,warm,False,398996,0.115778,1499097,953151,
128,warm,False,340274,0.11887,1706269,505932,
128,warm,False,602387,0.126266,2892934,2335060,
128,warm,False,631235,0.150023,7872026,7215594,
128,warm,False,467721,0.122112,2549722,1931938,
128,warm,False,427732,0.116866,2071339,1516618,
128,warm,False,628508,0.117175,5153521,4280005,
128,warm,False,353710,0.126268,3680669,2178069,
128,warm,False,405814,0.127097,4859677,4026603,
128,warm,False,430167,0.136005,1704065,951913,
128,warm,False,408438,0.158858,3868864,3131814,
128,warm,False,362050,0.120125,3124107,1751954,
128,warm,False,626343,0.160952,5880604,5259107,
128,warm,False,445431,0.139148,1220223,615719,
128,warm,False,386805,0.15299,5573277,4299876,
128,warm,False,363481,0.133468,3029245,2139968,
128,warm,False,385319,0.125181,4708719,4138027,
128,warm,False,415380,0.11517,1108598,594234,
128,warm,False,394693,0.138327,1714957,1110098,
128,warm,False,376417,0.120096,5168162,526864,
128,warm,False,442905,0.143264,2055737,1436449,
128,warm,False,394034,0.112048,1546702,1019676,
128,warm,False,391219,0.137613,1677206,1100811,
128,warm,False,437555,0.123854,3012172,2388646,
128,warm,False,359174,0.118368,5026795,1747565,
128,warm,False,416877,0.137778,4845487,1758164,
128,warm,False,396838,0.152078,4078427,3390021,
128,warm,False,373936,0.149659,4277798,3530642,
128,warm,False,371911,0.106695,3494046,530442,
128,warm,False,400343,0.133386,4522041,3812942,
128,warm,False,484909,0.11229,4318607,3739048,
128,warm,False,352782,0.13124,4042876,1380245,
128,warm,False,359954,0.130644,5221825,4612995,
128,warm,False,401141,0.120664,3832635,3282180,
128,warm,False,464420,0.125068,4493210,1029901,
128,warm,False,450106,0.131165,4318469,3747852,
128,warm,False,397467,0.138187,1640690,1011469,
128,warm,False,545418,0.137535,2635926,2038421,
128,warm,False,392490,0.123356,1893967,553923,
128,warm,False,1291815,0.144866,3964615,3404523,
128,warm,False,331631,0.123367,5338235,515102,
128,warm,False,584271,0.136118,3826792,3261516,
128,warm,False,475235,0.141884,4921638,4275345,
128,warm,False,516964,0.144361,5533311,4848605,
128,warm,False,385667,0.120337,2970106,2405909,
128,warm,False,395576,0.115011,5962761,4650341,
128,warm,False,383118,0.140467,2464214,1767402,
128,warm,False,351632,0.129285,3486815,2841883,
128,warm,False,484830,0.122076,2168114,1583899,
128,warm,False,375971,0.132444,3898118,913384,
128,warm,False,381494,0.152784,5022575,4282496,
128,warm,False,390753,0.131063,5069055,883163,
