memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
128,warm,False,1208148,0.124423,7086944,1462104,
128,warm,False,2023624,0.144603,7395480,2851468,
128,warm,False,1255979,0.199656,8002719,1866693,
128,warm,False,1004856,0.143688,1843222,1265434,
128,warm,False,889510,0.196834,6653539,1531408,
128,warm,False,640132,0.12674,6950440,1327955,
128,warm,False,1039349,0.146521,6027977,1787436,
128,warm,False,1200812,0.153651,5359960,1534718,
128,warm,False,867292,0.146181,6669006,1528727,
128,warm,False,1757213,0.137139,8984095,2138276,
128,warm,False,957045,0.204546,2413109,1318470,
128,warm,False,1148314,0.143122,7206674,1584928,
128,warm,False,1048261,0.143904,2144423,1313867,
128,warm,False,1060038,0.120244,5536694,1522877,
128,warm,False,2184475,0.136695,10163609,2769424,
128,warm,False,1247484,0.129232,6825668,1743326,
128,warm,False,1108776,0.111621,6140796,1537742,
128,warm,False,1100681,0.145479,7217370,1778143,
128,warm,False,1335038,0.127536,6678241,1661527,
128,warm,False,1388776,0.122196,7070600,1588746,
128,warm,False,1598857,0.141228,11071713,1815637,
128,warm,False,1174140,0.131743,9050133,1527378,
128,warm,False,3014360,0.191257,7597989,3688864,
128,warm,False,1708392,0.113553,6916770,1966192,
128,warm,False,1386254,0.144056,10538400,1847712,
128,warm,False,913720,0.123429,2144031,1353403,
128,warm,False,1386817,0.138099,5741607,1525749,
128,warm,False,1417063,0.144817,6878443,1846739,
128,warm,False,1381249,0.125867,7603241,1591207,
128,warm,False,1139003,0.122286,7570641,1557644,
128,warm,False,1286465,0.194259,5898869,1772664,
128,warm,False,785225,0.194747,5426160,1339692,
128,warm,False,2197291,0.143754,7078220,3268760,
128,warm,False,3035038,0.11115,7575299,3198205,
128,warm,False,1518220,0.1937,6535504,1820984,
128,warm,False,2056240,0.147326,6757707,2654300,
128,warm,False,1929301,0.116433,7475222,2980171,
128,warm,False,1080140,0.202231,7134498,1412598,
128,warm,False,1061376,0.124223,6548575,1346763,
128,warm,False,1571288,0.13859,5914508,1961210,
128,warm,False,1549921,0.123975,6980276,1838026,
128,warm,False,1053275,0.199773,4079087,1380798,
128,warm,False,1007071,0.141241,7653198,1434543,
128,warm,False,1253935,0.143116,8664263,1752700,
128,warm,False,1404384,0.130917,5870051,1690702,
128,warm,False,1338483,0.146605,3719492,1691871,
128,warm,False,2715261,0.126068,7916347,3178606,
128,warm,False,1138452,0.147852,9292750,1628127,
128,warm,False,866072,0.129028,7651030,1380058,
128,warm,False,1291773,0.134723,6784196,1693020,
128,warm,False,2561379,0.149153,6846881,3585723,
128,warm,False,1290285,0.151945,10150780,1774794,
128,warm,False,905693,0.143625,6873899,1404216,
128,warm,False,1317057,0.203151,6428768,1758168,
128,warm,False,1437177,0.141956,8011232,2070762,
128,warm,False,2357030,0.193301,7771646,3453541,
128,warm,False,1975198,0.132892,6836828,2741218,
128,warm,False,1003938,0.121767,7424411,1406711,
128,warm,False,1076884,0.15073,9113389,1381383,
128,warm,False,1228674,0.121949,6631721,1412421,
128,warm,False,1164762,0.124895,7418673,1680358,
128,warm,False,2072463,0.148409,9835062,2332012,
128,warm,False,1123495,0.144907,9505329,1358811,
128,warm,False,1294510,0.14679,10282074,1856045,
128,warm,False,1876616,0.129016,6728128,2490435,
128,warm,False,908882,0.199309,7484526,1493601,
128,warm,False,1722875,0.121061,7592736,2132091,
128,warm,False,1690640,0.145649,9418901,2163380,
128,warm,False,1346293,0.135168,6949646,1799338,
128,warm,False,2226496,0.192412,7896832,3200820,
128,warm,False,1902644,0.132405,9276114,2577178,
128,warm,False,945067,0.120903,4834869,1182518,
128,warm,False,1672366,0.144588,6825890,2200170,
128,warm,False,1929389,0.115542,6349766,2864411,
128,warm,False,876171,0.134126,7455617,1337565,
128,warm,False,1403285,0.197521,7353877,1679813,
128,warm,False,2332920,0.142421,8176748,3481694,
128,warm,False,1654195,0.202376,6716989,1780841,
128,warm,False,1104856,0.122172,6979176,1563947,
128,warm,False,1160864,0.123458,6403059,1520181,
128,warm,False,707473,0.130227,7280787,1407384,
128,warm,False,1243681,0.194926,7380281,1639411,
128,warm,False,1498538,0.144437,11060090,2055964,
128,warm,False,1009502,0.142721,6882400,1526336,
128,warm,False,753464,0.125214,5927551,1457312,
128,warm,False,2102689,0.144196,10490665,2881951,
128,warm,False,1977199,0.120705,7330028,2376918,
128,warm,False,916207,0.138364,7043437,1257963,
128,warm,False,1198927,0.124735,7962500,1801401,
