memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
128,cold,True,15203000,0.038798,17284765,15567000,
128,cold,True,2466000,0.084006,3710685,2591000,
128,cold,True,13625000,0.033622,16290532,13903000,
128,cold,True,16204000,0.133383,18941588,16696000,
128,cold,True,13822000,0.061419,13936821,14276000,
128,cold,True,13505000,0.02982,12732045,13812000,
128,cold,True,2362000,0.131918,3687099,2418000,
128,cold,True,15328000,0.152758,27754079,15838000,
128,cold,True,16402000,0.123052,19091754,16659000,
128,cold,True,16223000,0.029597,15258675,16567000,
128,cold,True,14414000,0.068169,14413117,14824000,
128,cold,True,17123000,0.132443,17044123,17700000,
128,cold,True,16101000,0.066684,16129352,16445000,
128,cold,True,17221000,0.086602,16933520,17723000,
128,cold,True,16704000,0.086405,20059321,17115000,
128,cold,True,15014000,0.043505,17145810,15416000,
128,cold,True,14504000,0.120202,17515774,14960000,
128,cold,True,15169000,0.092756,18178958,15229000,
128,cold,True,13600000,0.169329,13970414,14012000,
128,cold,True,15237000,0.098056,17280040,15500000,
128,cold,True,13902000,0.064999,16808603,14294000,
128,cold,True,17659000,0.039419,20067998,18606000,
128,cold,True,14717000,0.052652,17527705,14944000,
128,cold,True,14707000,0.135927,15253177,15094000,
128,cold,True,15021000,0.145649,17908183,15457000,
128,cold,True,10647000,0.057887,13532385,10869000,
128,cold,True,12762000,0.062929,12667433,13108000,
128,cold,True,16488000,0.13046,19256518,16831000,
128,cold,True,14609000,0.046027,13910975,15079000,
128,cold,True,17497000,0.092768,20619996,17918000,
128,cold,True,13803000,0.069046,16536203,14123000,
128,cold,True,15410000,0.049291,14575933,15807000,
128,cold,True,2239000,0.059013,3220667,2366000,
128,cold,True,17604000,0.054189,20032590,18014000,
128,cold,True,14007000,0.104276,16216842,14341000,
128,cold,True,16525000,0.063042,19198378,16912000,
128,cold,True,14521000,0.131043,17534862,14971000,
128,cold,True,15820000,0.034523,18494205,16107000,
128,cold,True,14021000,0.147805,16885218,14324000,
128,cold,True,17799000,0.103338,17214753,18633000,
128,cold,True,2303000,0.110161,3456551,2407000,
128,cold,True,14811000,0.056709,14958576,15212000,
128,cold,True,14728000,0.041914,13889842,15064000,
128,cold,True,35220000,0.118091,36831363,35615000,
128,cold,True,13723000,0.056635,13591922,14190000,
128,cold,True,14400000,0.085813,16591807,14768000,
128,cold,True,1970000,0.081724,2733846,2077000,
128,cold,True,16451000,0.0334,18415153,16811000,
128,cold,True,15294000,0.084291,15080727,15554000,
128,cold,True,15002000,0.067623,17720144,15292000,
128,cold,True,18905000,0.083977,18841270,19474000,
128,cold,True,14520000,0.035874,16666619,14898000,
128,cold,True,16403000,0.124662,15905503,17176000,
128,cold,True,17707000,0.128283,20545195,18177000,
128,cold,True,13330000,0.087136,15504436,13579000,
128,cold,True,16702000,0.064394,19244535,17112000,
128,cold,True,17123000,0.127501,19594832,17437000,
128,cold,True,15831000,0.168299,16479283,16343000,
128,cold,True,14812000,0.07526,14553431,15131000,
128,cold,True,13983000,0.128062,16916188,14499000,
128,cold,True,2462000,0.086974,3602729,2570000,
128,cold,True,16202000,0.086193,16779893,16636000,
128,cold,True,16299000,0.040918,18741030,16428000,
128,cold,True,15340000,0.037868,17984583,15678000,
128,cold,True,14517000,0.052449,13674173,14810000,
128,cold,True,14441000,0.159436,14737617,14756000,
128,cold,True,13322000,0.160811,13661158,13670000,
128,cold,True,15498000,0.1232,15267341,16485000,
128,cold,True,15822000,0.037952,15533302,16137000,
128,cold,True,14903000,0.086296,14857803,15332000,
128,cold,True,15528000,0.053647,18167092,15948000,
128,cold,True,17195000,0.143629,17367918,17456000,
128,cold,True,12406000,0.131515,25307071,12836000,
128,cold,True,13823000,0.084643,13612458,14144000,
128,cold,True,15612000,0.134719,16128811,15992000,
128,cold,True,16061000,0.077411,16392349,16550000,
128,cold,True,13151000,0.108861,15975883,13473000,
128,cold,True,23184000,0.036483,24714747,23679000,
128,cold,True,14999000,0.063666,17815104,15407000,
128,cold,True,15941000,0.08028,16285381,16401000,
128,cold,True,15694000,0.073827,18525283,16118000,
128,cold,True,13745000,0.137228,16372667,13966000,
128,cold,True,16309000,0.08494,16963283,16814000,
128,cold,True,17445000,0.035048,19390706,17877000,
128,cold,True,2284000,0.083297,3654922,2421000,
128,cold,True,2248000,0.075253,3389759,2357000,
128,cold,True,14329000,0.051037,17168890,14719000,
128,cold,True,19596000,0.054407,18200824,19754000,
128,cold,True,2124000,0.071424,3001622,2184000,
128,cold,True,14098000,0.117504,13890316,14439000,
128,cold,True,15941000,0.069218,18621224,16382000,
128,cold,True,14695000,0.034703,13782845,14943000,
128,cold,True,17566000,0.038419,20001646,17976000,
128,cold,True,2701000,0.061977,3841262,2773000,
128,cold,True,13698000,0.086768,12893597,13932000,
128,cold,True,1971000,0.088571,2961345,2015000,
128,cold,True,14998000,0.07108,14981791,15163000,
